1274.0,390.0
1274.0,396.5
1274.0,403.0
1274.0,409.5
1280.5,409.5
1287.0,409.5
1293.5,409.5
1300.0,409.5
1306.5,409.5
1313.0,409.5
1319.5,409.5
1326.0,409.5
1332.5,409.5
1339.0,409.5
1345.5,409.5
1352.0,409.5
1352.0,416.0
1352.0,422.5
1352.0,429.0
1352.0,435.5
1352.0,442.0
1352.0,448.5
1352.0,455.0
1352.0,461.5
1352.0,468.0
1352.0,474.5
1352.0,481.0
1352.0,487.5
1352.0,494.0
1352.0,500.5
1352.0,507.0
1352.0,513.5
1352.0,520.0
1352.0,526.5
1352.0,533.0
1352.0,539.5
1352.0,546.0
1352.0,552.5
1352.0,559.0
1352.0,565.5
1352.0,572.0
1352.0,578.5
1352.0,585.0
1352.0,591.5
1352.0,598.0
1352.0,604.5
1352.0,611.0
1352.0,617.5
1352.0,624.0
1345.5,624.0
1339.0,624.0
1332.5,624.0
1326.0,624.0
1319.5,624.0
1313.0,624.0
1306.5,624.0
1300.0,624.0
1293.5,624.0
1287.0,624.0
1280.5,624.0
1274.0,624.0
1274.0,630.5
1274.0,637.0
1274.0,643.5
1280.5,643.5
1287.0,643.5
1293.5,643.5
1300.0,643.5
1306.5,643.5
1313.0,643.5
1319.5,643.5
1326.0,643.5
1332.5,643.5
1339.0,643.5
1345.5,643.5
1352.0,643.5
1352.0,650.0
1352.0,656.5
1352.0,663.0
1352.0,669.5
1352.0,676.0
1352.0,682.5
1352.0,689.0
1352.0,695.5
1352.0,702.0
1352.0,708.5
1352.0,715.0
1352.0,721.5
1352.0,728.0
1352.0,734.5
1352.0,741.0
1352.0,747.5
1352.0,754.0
1345.5,754.0
1339.0,754.0
1332.5,754.0
1326.0,754.0
1319.5,754.0
1313.0,754.0
1306.5,754.0
1300.0,754.0
1293.5,754.0
1287.0,754.0
1280.5,754.0
1274.0,754.0
1267.5,754.0
1261.0,754.0
1254.5,754.0
1248.0,754.0
1241.5,754.0
1235.0,754.0
1228.5,754.0
1222.0,754.0
1215.5,754.0
1209.0,754.0
1202.5,754.0
1196.0,754.0
1189.5,754.0
1183.0,754.0
1176.5,754.0
1170.0,754.0
1163.5,754.0
1157.0,754.0
1157.0,747.5
1163.5,747.5
1163.5,741.0
1163.5,734.5
1163.5,728.0
1163.5,721.5
1163.5,715.0
1163.5,708.5
1163.5,702.0
1196.0,702.0
1196.0,708.5
1196.0,715.0
1202.5,715.0
1202.5,721.5
1196.0,721.5
1202.5,721.5
1209.0,721.5
1215.5,721.5
1222.0,721.5
1228.5,721.5
1235.0,721.5
1241.5,721.5
1241.5,721.5
1241.5,715.0
1241.5,708.5
1241.5,702.0
1235.0,702.0
1228.5,702.0
1222.0,702.0
1215.5,702.0
1209.0,702.0
1209.0,695.5
1209.0,689.0
1209.0,695.5
1209.0,702.0
1215.5,702.0
1215.5,695.5
1215.5,689.0
1215.5,682.5
1215.5,676.0
1215.5,669.5
1215.5,663.0
1215.5,656.5
1215.5,650.0
1215.5,643.5
1215.5,637.0
1215.5,630.5
1215.5,624.0
1209.0,624.0
1202.5,624.0
1196.0,624.0
1189.5,624.0
1183.0,624.0
1176.5,624.0
1170.0,624.0
1163.5,624.0
1163.5,617.5
1163.5,611.0
1163.5,604.5
1163.5,598.0
1163.5,591.5
1163.5,585.0
1163.5,578.5
1163.5,572.0
1157.0,572.0
1150.5,572.0
1144.0,572.0
1137.5,572.0
1131.0,572.0
1124.5,572.0
1118.0,572.0
1118.0,578.5
1118.0,585.0
1118.0,591.5
1118.0,598.0
1118.0,604.5
1118.0,611.0
1118.0,617.5
1118.0,624.0
1118.0,630.5
1118.0,637.0
1118.0,643.5
1118.0,650.0
1111.5,650.0
1105.0,650.0
1098.5,650.0
1092.0,650.0
1085.5,650.0
1085.5,643.5
1085.5,637.0
1085.5,630.5
1085.5,624.0
1079.0,624.0
1072.5,624.0
1066.0,624.0
1059.5,624.0
1053.0,624.0
1046.5,624.0
1040.0,624.0
1033.5,624.0
1027.0,624.0
1020.5,624.0
1014.0,624.0
1007.5,624.0
1001.0,624.0
994.5,624.0
988.0,624.0
981.5,624.0
975.0,624.0
968.5,624.0
962.0,624.0
955.5,624.0
949.0,624.0
942.5,624.0
936.0,624.0
936.0,630.5
936.0,637.0
936.0,643.5
936.0,650.0
936.0,656.5
936.0,663.0
936.0,669.5
936.0,676.0
936.0,682.5
936.0,689.0
936.0,695.5
942.5,695.5
949.0,695.5
955.5,695.5
962.0,695.5
962.0,702.0
962.0,708.5
962.0,715.0
962.0,721.5
968.5,721.5
975.0,721.5
981.5,721.5
981.5,715.0
981.5,708.5
981.5,702.0
981.5,695.5
981.5,689.0
981.5,682.5
981.5,676.0
975.0,676.0
968.5,676.0
962.0,676.0
955.5,676.0
955.5,669.5
955.5,663.0
955.5,656.5
955.5,650.0
955.5,643.5
962.0,643.5
968.5,643.5
975.0,643.5
981.5,643.5
988.0,643.5
994.5,643.5
1001.0,643.5
1007.5,643.5
1014.0,643.5
1014.0,650.0
1014.0,656.5
1014.0,663.0
1014.0,669.5
1014.0,676.0
1014.0,682.5
1014.0,689.0
1014.0,695.5
1014.0,702.0
1014.0,708.5
1014.0,715.0
1014.0,721.5
1020.5,721.5
1027.0,721.5
1033.5,721.5
1040.0,721.5
1046.5,721.5
1053.0,721.5
1059.5,721.5
1059.5,715.0
1059.5,708.5
1059.5,702.0
1059.5,695.5
1066.0,695.5
1072.5,695.5
1079.0,695.5
1085.5,695.5
1085.5,689.0
1085.5,682.5
1085.5,676.0
1085.5,669.5
1092.0,669.5
1098.5,669.5
1105.0,669.5
1111.5,669.5
1118.0,669.5
1124.5,669.5
1131.0,669.5
1137.5,669.5
1144.0,669.5
1150.5,669.5
1157.0,669.5
1163.5,669.5
1170.0,669.5
1176.5,669.5
1183.0,669.5
1189.5,669.5
1196.0,669.5
1189.5,669.5
1196.0,669.5
1196.0,676.0
1196.0,682.5
1196.0,689.0
1196.0,695.5
1196.0,702.0
1196.0,708.5
1196.0,715.0
1157.0,702.0
1150.5,702.0
1144.0,702.0
1144.0,708.5
1144.0,715.0
1144.0,721.5
1144.0,728.0
1137.5,728.0
1131.0,728.0
1124.5,728.0
1118.0,728.0
1118.0,734.5
1118.0,741.0
1118.0,747.5
1118.0,754.0
1111.5,754.0
1105.0,754.0
1098.5,754.0
1092.0,754.0
1085.5,754.0
1079.0,754.0
1072.5,754.0
1066.0,754.0
1059.5,754.0
1053.0,754.0
1046.5,754.0
1040.0,754.0
1033.5,754.0
1027.0,754.0
1020.5,754.0
1014.0,754.0
1007.5,754.0
1001.0,754.0
994.5,754.0
988.0,754.0
981.5,754.0
975.0,754.0
968.5,754.0
962.0,754.0
955.5,754.0
949.0,754.0
942.5,754.0
936.0,754.0
929.5,754.0
923.0,754.0
916.5,754.0
910.0,754.0
903.5,754.0
897.0,754.0
890.5,754.0
884.0,754.0
877.5,754.0
871.0,754.0
864.5,754.0
858.0,754.0
851.5,754.0
845.0,754.0
838.5,754.0
832.0,754.0
825.5,754.0
825.5,747.5
825.5,741.0
825.5,734.5
825.5,728.0
825.5,721.5
825.5,715.0
825.5,708.5
825.5,702.0
825.5,695.5
825.5,689.0
825.5,682.5
825.5,676.0
825.5,669.5
825.5,663.0
825.5,656.5
825.5,650.0
825.5,643.5
825.5,637.0
825.5,630.5
825.5,624.0
825.5,617.5
825.5,611.0
825.5,604.5
825.5,598.0
825.5,591.5
832.0,591.5
838.5,591.5
845.0,591.5
851.5,591.5
851.5,585.0
851.5,578.5
851.5,572.0
845.0,572.0
838.5,572.0
832.0,572.0
825.5,572.0
825.5,565.5
825.5,559.0
825.5,552.5
825.5,546.0
825.5,539.5
825.5,533.0
825.5,526.5
825.5,520.0
825.5,513.5
825.5,507.0
825.5,500.5
825.5,494.0
825.5,487.5
832.0,487.5
838.5,487.5
845.0,487.5
851.5,487.5
858.0,487.5
864.5,487.5
871.0,487.5
877.5,487.5
